PK,SK,word,kanji
KANJI#391,WORD#1,猫,猫
KANJI#149,WORD#2,犬,犬
KANJI#82,WORD#3,鳥,鳥
KANJI#83,WORD#4,魚,魚
KANJI#250,WORD#5,馬,馬
KANJI#32,WORD#6,書きます,書
KANJI#12,WORD#7,見ます,見
KANJI#862,WORD#8,捨てます,捨
KANJI#80,WORD#9,一,一
KANJI#72,WORD#10,二,二
KANJI#77,WORD#11,三,三
KANJI#49,WORD#12,四,四
KANJI#71,WORD#13,五,五
KANJI#63,WORD#14,六,六
KANJI#79,WORD#15,七,七
KANJI#64,WORD#16,八,八
KANJI#73,WORD#17,九,九
KANJI#57,WORD#18,十,十
KANJI#80,WORD#19,十一,一
KANJI#57,WORD#19,十一,十
KANJI#72,WORD#20,十二,二
KANJI#57,WORD#20,十二,十
KANJI#49,WORD#21,十四,四
KANJI#57,WORD#21,十四,十
KANJI#72,WORD#22,二十,二
KANJI#57,WORD#22,二十,十
KANJI#77,WORD#23,三十,三
KANJI#57,WORD#23,三十,十
KANJI#80,WORD#24,三十一,一
KANJI#77,WORD#24,三十一,三
KANJI#57,WORD#24,三十一,十
KANJI#16,WORD#25,百,百
KANJI#14,WORD#26,銀行員,行
KANJI#96,WORD#26,銀行員,銀
KANJI#215,WORD#26,銀行員,員
KANJI#134,WORD#27,会社員,社
KANJI#239,WORD#27,会社員,会
KANJI#215,WORD#27,会社員,員
KANJI#223,WORD#28,医者,医
KANJI#123,WORD#28,医者,者
KANJI#66,WORD#29,先生,先
KANJI#19,WORD#29,先生,生
KANJI#192,WORD#31,店員,店
KANJI#215,WORD#31,店員,員
KANJI#181,WORD#32,歌手,手
KANJI#161,WORD#32,歌手,歌
KANJI#310,WORD#33,警察官,警
KANJI#509,WORD#33,警察官,察
KANJI#520,WORD#33,警察官,官
KANJI#19,WORD#34,学生,生
KANJI#41,WORD#34,学生,学
KANJI#245,WORD#35,主婦,主
KANJI#525,WORD#35,主婦,婦
KANJI#48,WORD#36,国,国
KANJI#34,WORD#37,日本,日
KANJI#29,WORD#37,日本,本
KANJI#48,WORD#38,韓国,国
KANJI#48,WORD#39,中国,国
KANJI#74,WORD#39,中国,中
KANJI#34,WORD#44,日本語,日
KANJI#29,WORD#44,日本語,本
KANJI#10,WORD#44,日本語,語
KANJI#48,WORD#45,韓国語,国
KANJI#10,WORD#45,韓国語,語
KANJI#48,WORD#46,中国語,国
KANJI#74,WORD#46,中国語,中
KANJI#10,WORD#46,中国語,語
KANJI#118,WORD#47,英語,英
KANJI#10,WORD#47,英語,語
KANJI#14,WORD#48,銀行,行
KANJI#96,WORD#48,銀行,銀
KANJI#507,WORD#49,郵便局,局
KANJI#648,WORD#49,郵便局,郵
KANJI#599,WORD#49,郵便局,便
KANJI#196,WORD#50,薬屋,屋
KANJI#328,WORD#50,薬屋,薬
KANJI#142,WORD#51,病院,病
KANJI#94,WORD#51,病院,院
KANJI#134,WORD#52,会社,社
KANJI#239,WORD#52,会社,会
KANJI#86,WORD#57,映画館,館
KANJI#144,WORD#57,映画館,画
KANJI#170,WORD#57,映画館,映
KANJI#196,WORD#58,本屋,屋
KANJI#29,WORD#58,本屋,本
KANJI#196,WORD#59,花屋,屋
KANJI#119,WORD#59,花屋,花
KANJI#196,WORD#60,ケーキ屋,屋
KANJI#196,WORD#61,ラーメン屋,屋
KANJI#196,WORD#62,カレー屋,屋
KANJI#198,WORD#64,家,家
KANJI#41,WORD#65,学校,学
KANJI#26,WORD#65,学校,校
KANJI#41,WORD#66,大学,学
KANJI#45,WORD#66,大学,大
KANJI#86,WORD#69,博物館,館
KANJI#2092,WORD#69,博物館,博
KANJI#151,WORD#69,博物館,物
KANJI#231,WORD#70,公園,公
KANJI#539,WORD#70,公園,園
KANJI#235,WORD#71,大使館,使
KANJI#45,WORD#71,大使館,大
KANJI#86,WORD#71,大使館,館
KANJI#145,WORD#72,町,町
KANJI#221,WORD#73,北口,口
KANJI#58,WORD#73,北口,北
KANJI#221,WORD#74,南口,口
KANJI#53,WORD#74,南口,南
KANJI#221,WORD#75,東口,口
KANJI#27,WORD#75,東口,東
KANJI#13,WORD#76,西口,西
KANJI#221,WORD#76,西口,口
KANJI#909,WORD#77,季節,季
KANJI#1409,WORD#77,季節,節
KANJI#169,WORD#78,春,春
KANJI#208,WORD#79,夏,夏
KANJI#132,WORD#80,秋,秋
KANJI#229,WORD#81,冬,冬
KANJI#173,WORD#82,家族,族
KANJI#198,WORD#82,家族,家
KANJI#283,WORD#83,友達,達
KANJI#52,WORD#83,友達,友
KANJI#20,WORD#84,父,父
KANJI#20,WORD#85,お父さん,父
KANJI#25,WORD#86,母,母
KANJI#25,WORD#87,お母さん,母
KANJI#232,WORD#88,兄,兄
KANJI#232,WORD#89,お兄さん,兄
KANJI#203,WORD#90,姉,姉
KANJI#203,WORD#91,お姉さん,姉
KANJI#189,WORD#92,弟,弟
KANJI#204,WORD#93,妹,妹
KANJI#189,WORD#94,兄弟,弟
KANJI#232,WORD#94,兄弟,兄
KANJI#477,WORD#95,息子,息
KANJI#42,WORD#95,息子,子
KANJI#527,WORD#96,娘,娘
KANJI#18,WORD#97,男,男
KANJI#43,WORD#98,女,女
KANJI#531,WORD#99,夫,夫
KANJI#245,WORD#100,ご主人,主
KANJI#70,WORD#100,ご主人,人
KANJI#528,WORD#101,妻,妻
KANJI#912,WORD#102,奥さん,奥
KANJI#116,WORD#103,両親,親
KANJI#616,WORD#103,両親,両
KANJI#42,WORD#104,子供,子
KANJI#600,WORD#104,子供,供
KANJI#20,WORD#105,祖父,父
KANJI#368,WORD#105,祖父,祖
KANJI#25,WORD#107,祖母,母
KANJI#368,WORD#107,祖母,祖
KANJI#2082,WORD#109,叔父,叔
KANJI#20,WORD#109,叔父,父
KANJI#25,WORD#110,叔母,母
KANJI#2082,WORD#110,叔母,叔
KANJI#908,WORD#111,孫,孫
KANJI#224,WORD#112,動物,動
KANJI#151,WORD#112,動物,物
KANJI#1180,WORD#113,豚,豚
KANJI#152,WORD#114,牛,牛
KANJI#997,WORD#115,鶏,鶏
KANJI#165,WORD#116,服,服
KANJI#137,WORD#117,着物,着
KANJI#151,WORD#117,着物,物
KANJI#42,WORD#118,帽子,子
KANJI#888,WORD#118,帽子,帽
KANJI#75,WORD#125,下着,下
KANJI#137,WORD#125,下着,着
KANJI#181,WORD#129,手袋,手
KANJI#691,WORD#129,手袋,袋
KANJI#1081,WORD#130,眼鏡,鏡
KANJI#1472,WORD#130,眼鏡,眼
KANJI#75,WORD#134,靴下,下
KANJI#259,WORD#134,靴下,靴
KANJI#259,WORD#135,靴,靴
KANJI#154,WORD#137,海,海
KANJI#38,WORD#138,川,川
KANJI#39,WORD#139,山,山
KANJI#89,WORD#140,風,風
KANJI#30,WORD#141,木,木
KANJI#830,WORD#142,森,森
KANJI#130,WORD#143,空,空
KANJI#632,WORD#144,雲,雲
KANJI#815,WORD#145,池,池
KANJI#119,WORD#146,花,花
KANJI#331,WORD#147,草,草
KANJI#237,WORD#148,体,体
KANJI#257,WORD#149,頭,頭
KANJI#251,WORD#150,首,首
KANJI#711,WORD#151,腕,腕
KANJI#457,WORD#152,指,指
KANJI#221,WORD#153,口,口
KANJI#342,WORD#154,耳,耳
KANJI#139,WORD#155,目,目
KANJI#619,WORD#156,鼻,鼻
KANJI#249,WORD#157,髪,髪
KANJI#2,WORD#158,食べ物,食
KANJI#151,WORD#158,食べ物,物
KANJI#148,WORD#159,料理,理
KANJI#177,WORD#159,料理,料
KANJI#88,WORD#160,ご飯,飯
KANJI#493,WORD#168,弁当,当
KANJI#1898,WORD#168,弁当,弁
KANJI#164,WORD#171,朝ご飯,朝
KANJI#88,WORD#171,朝ご飯,飯
KANJI#168,WORD#172,昼ご飯,昼
KANJI#88,WORD#172,昼ご飯,飯
KANJI#443,WORD#173,晩ご飯,晩
KANJI#88,WORD#173,晩ご飯,飯
KANJI#1623,WORD#176,味噌汁,汁
KANJI#217,WORD#176,味噌汁,味
KANJI#152,WORD#179,牛肉,牛
KANJI#122,WORD#179,牛肉,肉
KANJI#1180,WORD#180,豚肉,豚
KANJI#122,WORD#180,豚肉,肉
KANJI#122,WORD#181,鶏肉,肉
KANJI#997,WORD#181,鶏肉,鶏
KANJI#939,WORD#182,卵,卵
KANJI#22,WORD#183,水,水
KANJI#152,WORD#184,牛乳,牛
KANJI#981,WORD#184,牛乳,乳
KANJI#117,WORD#186,お茶,茶
KANJI#275,WORD#190,お酒,酒
KANJI#8,WORD#195,車,車
KANJI#121,WORD#199,自転車,自
KANJI#8,WORD#199,自転車,車
KANJI#105,WORD#199,自転車,転
KANJI#8,WORD#200,電車,車
KANJI#3,WORD#200,電車,電
KANJI#212,WORD#201,地下鉄,地
KANJI#75,WORD#201,地下鉄,下
KANJI#644,WORD#201,地下鉄,鉄
KANJI#252,WORD#202,飛行機,飛
KANJI#14,WORD#202,飛行機,行
KANJI#423,WORD#202,飛行機,機
KANJI#335,WORD#203,船,船
KANJI#388,WORD#208,野球,球
KANJI#97,WORD#208,野球,野
KANJI#2093,WORD#209,卓球,卓
KANJI#388,WORD#209,卓球,球
KANJI#746,WORD#210,鉛筆,筆
KANJI#1098,WORD#210,鉛筆,鉛
KANJI#746,WORD#214,万年筆,筆
KANJI#36,WORD#214,万年筆,年
KANJI#78,WORD#214,万年筆,万
KANJI#404,WORD#215,消しゴム,消
KANJI#127,WORD#217,紙,紙
KANJI#746,WORD#219,筆箱,筆
KANJI#357,WORD#219,筆箱,箱
KANJI#423,WORD#220,計算機,機
KANJI#744,WORD#220,計算機,算
KANJI#114,WORD#220,計算機,計
KANJI#198,WORD#221,家,家
KANJI#273,WORD#222,玄関,関
KANJI#1520,WORD#222,玄関,玄
KANJI#219,WORD#223,台所,台
KANJI#467,WORD#223,台所,所
KANJI#278,WORD#224,部屋,部
KANJI#196,WORD#224,部屋,屋
KANJI#42,WORD#227,椅子,子
KANJI#845,WORD#228,机,机
KANJI#459,WORD#229,押し入れ,押
KANJI#65,WORD#229,押し入れ,入
KANJI#1660,WORD#230,本棚,棚
KANJI#29,WORD#230,本棚,本
KANJI#360,WORD#231,窓,窓
KANJI#416,WORD#232,階段,段
KANJI#635,WORD#232,階段,階
KANJI#772,WORD#234,花瓶,瓶
KANJI#119,WORD#234,花瓶,花
KANJI#196,WORD#235,屋根,屋
KANJI#833,WORD#235,屋根,根
KANJI#34,WORD#238,日曜日,日
KANJI#167,WORD#238,日曜日,曜
KANJI#34,WORD#239,月曜日,日
KANJI#31,WORD#239,月曜日,月
KANJI#167,WORD#239,月曜日,曜
KANJI#21,WORD#240,火曜日,火
KANJI#34,WORD#240,火曜日,日
KANJI#167,WORD#240,火曜日,曜
KANJI#34,WORD#241,水曜日,日
KANJI#22,WORD#241,水曜日,水
KANJI#167,WORD#241,水曜日,曜
KANJI#30,WORD#242,木曜日,木
KANJI#34,WORD#242,木曜日,日
KANJI#167,WORD#242,木曜日,曜
KANJI#34,WORD#243,金曜日,日
KANJI#7,WORD#243,金曜日,金
KANJI#167,WORD#243,金曜日,曜
KANJI#34,WORD#244,土曜日,日
KANJI#47,WORD#244,土曜日,土
KANJI#167,WORD#244,土曜日,曜
KANJI#80,WORD#245,一昨日,一
KANJI#34,WORD#245,一昨日,日
KANJI#444,WORD#245,一昨日,昨
KANJI#34,WORD#246,昨日,日
KANJI#444,WORD#246,昨日,昨
KANJI#69,WORD#247,今日,今
KANJI#34,WORD#247,今日,日
KANJI#171,WORD#248,明日,明
KANJI#34,WORD#248,明日,日
KANJI#171,WORD#249,明後日,明
KANJI#34,WORD#249,明後日,日
KANJI#35,WORD#249,明後日,後
KANJI#66,WORD#250,先週,先
KANJI#101,WORD#250,先週,週
KANJI#101,WORD#251,今週,週
KANJI#69,WORD#251,今週,今
KANJI#28,WORD#252,来週,来
KANJI#101,WORD#252,来週,週
KANJI#66,WORD#253,先月,先
KANJI#31,WORD#253,先月,月
KANJI#69,WORD#254,今月,今
KANJI#31,WORD#254,今月,月
KANJI#28,WORD#255,来月,来
KANJI#31,WORD#255,来月,月
KANJI#36,WORD#256,去年,年
KANJI#222,WORD#256,去年,去
KANJI#36,WORD#257,今年,年
KANJI#69,WORD#257,今年,今
KANJI#28,WORD#258,来年,来
KANJI#36,WORD#258,来年,年
KANJI#34,WORD#259,毎日,日
KANJI#24,WORD#259,毎日,毎
KANJI#101,WORD#260,毎週,週
KANJI#24,WORD#260,毎週,毎
KANJI#443,WORD#261,毎晩,晩
KANJI#24,WORD#261,毎晩,毎
KANJI#164,WORD#262,今朝,朝
KANJI#69,WORD#262,今朝,今
KANJI#69,WORD#263,今晩,今
KANJI#443,WORD#263,今晩,晩
KANJI#205,WORD#264,昨夜,夜
KANJI#444,WORD#264,昨夜,昨
KANJI#1201,WORD#265,誕生日,誕
KANJI#19,WORD#265,誕生日,生
KANJI#34,WORD#265,誕生日,日
KANJI#162,WORD#266,音楽,楽
KANJI#91,WORD#266,音楽,音
KANJI#589,WORD#270,働きます,働
KANJI#14,WORD#271,行きます,行
KANJI#194,WORD#272,帰ります,帰
KANJI#87,WORD#273,飲みます,飲
KANJI#9,WORD#274,読みます,読
KANJI#112,WORD#275,買います,買
KANJI#15,WORD#276,聞きます,聞
KANJI#1759,WORD#277,撮ります,撮
KANJI#239,WORD#278,会います,会
KANJI#550,WORD#279,吸います,吸
KANJI#228,WORD#280,切ります,切
KANJI#126,WORD#281,終わります,終
KANJI#125,WORD#282,習います,習
KANJI#111,WORD#283,貸します,貸
KANJI#359,WORD#285,笑います,笑
KANJI#401,WORD#286,渡します,渡
KANJI#161,WORD#288,歌います,歌
KANJI#662,WORD#289,踊ります,踊
KANJI#1888,WORD#290,弾きます,弾
KANJI#1610,WORD#291,泣きます,泣
KANJI#482,WORD#292,怒ります,怒
KANJI#115,WORD#293,言います,言
KANJI#11,WORD#294,話します,話
KANJI#129,WORD#295,立ちます,立
KANJI#497,WORD#296,座ります,座
KANJI#61,WORD#297,出します,出
KANJI#238,WORD#298,住みます,住
KANJI#236,WORD#299,作ります,作
KANJI#209,WORD#300,売ります,売
KANJI#235,WORD#301,使います,使
KANJI#285,WORD#302,遊びます,遊
KANJI#184,WORD#304,急ぎます,急
KANJI#107,WORD#307,起きます,起
KANJI#510,WORD#308,寝ます,寝
KANJI#2,WORD#309,食べます,食
KANJI#12,WORD#310,見せます,見
KANJI#61,WORD#311,出かけます,出
KANJI#804,WORD#312,浴びます,浴
KANJI#202,WORD#314,始めます,始
KANJI#179,WORD#315,教えます,教
KANJI#234,WORD#316,借ります,借
KANJI#65,WORD#318,入れます,入
KANJI#106,WORD#319,足ります,足
KANJI#566,WORD#320,勤めます,勤
KANJI#95,WORD#321,開けます,開
KANJI#274,WORD#322,閉めます,閉
KANJI#404,WORD#324,消します,消
KANJI#225,WORD#325,勉強します,勉
KANJI#188,WORD#325,勉強します,強
KANJI#244,WORD#326,食事します,事
KANJI#2,WORD#326,食事します,食
KANJI#28,WORD#327,来ます,来
KANJI#125,WORD#331,練習します,習
KANJI#726,WORD#331,練習します,練
KANJI#876,WORD#332,復習します,復
KANJI#125,WORD#332,復習します,習
KANJI#1381,WORD#333,結婚します,結
KANJI#526,WORD#333,結婚します,婚
KANJI#45,WORD#335,大抵,大
KANJI#1803,WORD#335,大抵,抵
KANJI#33,WORD#337,時々,時
KANJI#586,WORD#339,全然,全
KANJI#396,WORD#339,全然,然
KANJI#197,WORD#343,少し,少
KANJI#45,WORD#346,大きい,大
KANJI#40,WORD#347,小さい,小
KANJI#1,WORD#348,高い,高
KANJI#200,WORD#349,安い,安
KANJI#972,WORD#350,低い,低
KANJI#334,WORD#351,良い,良
KANJI#183,WORD#352,悪い,悪
KANJI#281,WORD#353,遠い,遠
KANJI#104,WORD#354,近い,近
KANJI#176,WORD#355,新しい,新
KANJI#220,WORD#356,古い,古
KANJI#655,WORD#357,辛い,辛
KANJI#771,WORD#358,甘い,甘
KANJI#332,WORD#359,苦い,苦
KANJI#264,WORD#360,難しい,難
KANJI#333,WORD#361,若い,若
KANJI#6,WORD#362,長い,長
KANJI#762,WORD#363,短い,短
KANJI#172,WORD#364,早い,早
KANJI#286,WORD#365,遅い,遅
KANJI#171,WORD#367,明るい,明
KANJI#440,WORD#368,暗い,暗
KANJI#816,WORD#369,汚い,汚
KANJI#260,WORD#370,面白い,面
KANJI#17,WORD#370,面白い,白
KANJI#1981,WORD#372,嬉しい,嬉
KANJI#476,WORD#373,悲しい,悲
KANJI#162,WORD#374,楽しい,楽
KANJI#1965,WORD#375,寂しい,寂
KANJI#481,WORD#376,怖い,怖
KANJI#1711,WORD#377,暑い,暑
KANJI#511,WORD#378,寒い,寒
KANJI#582,WORD#379,冷たい,冷
KANJI#1710,WORD#380,暖かい,暖
KANJI#801,WORD#381,涼しい,涼
KANJI#1530,WORD#383,狭い,狭
KANJI#193,WORD#384,広い,広
KANJI#484,WORD#385,忙しい,忙
KANJI#228,WORD#386,親切,切
KANJI#116,WORD#386,親切,親
KANJI#564,WORD#387,簡単,単
KANJI#741,WORD#387,簡単,簡
KANJI#1370,WORD#388,綺麗,綺
KANJI#993,WORD#388,綺麗,麗
KANJI#166,WORD#389,有名,有
KANJI#50,WORD#389,有名,名
KANJI#262,WORD#392,静か,静
KANJI#181,WORD#393,上手な,手
KANJI#76,WORD#393,上手な,上
KANJI#181,WORD#394,下手な,手
KANJI#75,WORD#394,下手な,下
KANJI#529,WORD#395,好きな,好
KANJI#1983,WORD#396,嫌いな,嫌
KANJI#1713,WORD#397,暇な,暇
KANJI#67,WORD#398,何,何
KANJI#344,WORD#405,美味しい,美
KANJI#217,WORD#405,美味しい,味
KANJI#43,WORD#406,女性,女
KANJI#480,WORD#406,女性,性
KANJI#18,WORD#407,男性,男
KANJI#480,WORD#407,男性,性
KANJI#588,WORD#408,優しい,優
